,show_sea_ep,ep_title,airdate,synopsis,IMDB_ID,IMDB_user_rating,num_IMDB_usr_rtgs,season,episode,series,year
165,Star Trek: Voyager - Season 6 - 22,Muse,2000-04-26,"Harry Kim and B'Elanna Torres take the Delta Flyer in search of dilithium. They crash on a pre-warp planet and B'Elanna is found by a local, Kelis the Poet. He believes she is 'an eternal,' a superior being sent from Heaven. He writes plays, 'The Voyager Travels,' based off of her logs which he performs with his acting troupe. 8 days after the crash, B'Elanna awakens, bound and injured. Kelis informs her she is his muse, but he needs more stories to put on or his 'patron' will let them starve. B'Elanna makes an offer: Kelis the Poet will retrieve some 'winter's tears'...",https://www.imdb.com/title/tt0708933,6.9,965,6,22,VOY,2000
166,Star Trek: Voyager - Season 6 - 23,Fury,2000-05-03,"Kes returns to Voyager - older, angry, and more powerful than ever. She literally tears through the ship. Using her abilities in combination with Voyager's warp core, Kes travels back in time to Voyager's first year in the Delta Quadrant. Her agenda is to kidnap her younger self and return her to the Ocampa, even if it means turning her former friends over to the Vidiians. The only one to suspect anything is Tuvok, who is experiencing intermittent visions and memories of the future.",https://www.imdb.com/title/tt0708901,6.3,972,6,23,VOY,2000
167,Star Trek: Voyager - Season 6 - 24,Life Line,2000-05-10,"The Pathfinder Project makes use of a pulsar and the MIDAS Array allowing a data stream to reach Voyager - and Voyager to reply - every 32 days. Lieutenant Barclay sends a letter to The Doctor asking for a second opinion for his dying friend. The eccentric genius Dr. Lewis Zimmerman who created the template for The Doctor's program is terminally ill with no known cure in the Alpha Quadrant. After reviewing the medical record The Doctor believes he can cure Zimmerman, and convinces Captain Janeway to risk sending him through the data stream. The Doctor finds his maker ...",https://www.imdb.com/title/tt0708922,8.3,1061,6,24,VOY,2000
168,Star Trek: Voyager - Season 6 - 25,The Haunting of Deck Twelve,2000-05-17,Neelix engages the four ex-Borg children in a ghost story to keep them calm during a ship-wide power shutdown.,https://www.imdb.com/title/tt0708983,7.2,918,6,25,VOY,2000
169,Star Trek: Voyager - Season 6 - 26,Unimatrix Zero,2000-05-24,"Simultaneously, as Voyager nears an alien outpost decimated by the Borg, Seven of Nine begins to dream vividly of a idyllic sanctuary where a few Borg can gather subconsciously - Unimatrix Zero.",https://www.imdb.com/title/tt0709003,8.1,997,6,26,VOY,2000
170,Star Trek: Voyager - Season 7 - 1,Unimatrix Zero: Part II,2000-10-04,"Although captured, Capt. Janeway squares off with the Borg Queen after successfully introducing the Doctor's pathogen to the Borg Central Plexus. Supply the cure or watch thousands die.",https://www.imdb.com/title/tt0709004,8.0,1034,7,1,VOY,2000
171,Star Trek: Voyager - Season 7 - 2,Imperfection,2000-10-11,"Seven of Nine's life is threatened when her cortical implants begin to degrade. Icheb wants to help her, but his proposition is very risky.",https://www.imdb.com/title/tt0708911,7.8,1001,7,2,VOY,2000
172,Star Trek: Voyager - Season 7 - 3,Drive,2000-10-18,"With Janeway's approval, Paris enters the Delta Flyer in an inter-species, light-speed shuttle race. Four races, once at war, are holding the race as a celebration of their peace treaty. Wrapped up in competition, Paris forgets a promise to spend a weekend with B'Elanna. Torres is hurt but, with advice from Seven of all people, she decides to partake in the race as Paris' co-pilot. When the race is underway, the couple realize their participation was intentional; the Delta Flyer has been rigged as a bomb by one of the racers seeking to end accord with a bang.",https://www.imdb.com/title/tt0708881,7.2,943,7,3,VOY,2000
173,Star Trek: Voyager - Season 7 - 4,Repression,2000-10-25,Security officer Tuvok is investigating a strange series of attacks on Voyager directed at the former Maquis members.,https://www.imdb.com/title/tt0708959,6.8,899,7,4,VOY,2000
174,Star Trek: Voyager - Season 7 - 5,Critical Care,2000-11-01,"The Doctor is stolen from Voyager by an alien who sells him and his mobile emitter to a hospital on a densely-populated planet. He is activated in a cramped room filled with sick people and is made to treat them using only very basic equipment. When the administrators of the facility realise how skilled the Doctor is, they move him to another area of the hospital to treat more deserving patients. The Doctor is appalled to learn that the medical care that people are given is linked to their status in society and hatches a plan to make things a little less ...",https://www.imdb.com/title/tt0708870,7.9,989,7,5,VOY,2000
175,Star Trek: Voyager - Season 7 - 6,Inside Man,2000-11-08,Direct from Starfleet a hologram of Barclay arrives with instructions to get Voyager home within three days. The Doctor suspects that there is something wrong with the hologram.,https://www.imdb.com/title/tt0708916,7.5,930,7,6,VOY,2000
176,Star Trek: Voyager - Season 7 - 7,Body and Soul,2000-11-15,"When attacked by a species that detests holographic beings, Seven download the Doctor's program into her implants. Kim and Seven are captured and Seven begins to exhibit some of the Doctor's personality traits. On Voyager, Tuvok finally starts to exhibit Pon Farr, the Vulcan mating time.",https://www.imdb.com/title/tt0708859,8.0,1055,7,7,VOY,2000
177,Star Trek: Voyager - Season 7 - 8,Nightingale,2000-12-06,"When Voyager comes to the aid of a medical transport, Harry Kim gets his first command.",https://www.imdb.com/title/tt0708937,6.7,884,7,8,VOY,2000
178,Star Trek: Voyager - Season 7 - 9,Flesh and Blood,2000-11-29,The Hirogen species sends Voyager a distress call when their holographic prey become too cunning and cannot be defeated.,https://www.imdb.com/title/tt0394912,7.7,962,7,9,VOY,2000
179,Star Trek: Voyager - Season 7 - 10,Flesh and Blood: Part II,2000-11-29,"Free from their pursuers, the leader of the holograms decides to continue the crusade against the organics in order to liberate all holograms, everywhere. The Doctor finally realises what he had done and comes up with a plan to redeem himself.",https://www.imdb.com/title/tt1288527,7.7,845,7,10,VOY,2000
180,Star Trek: Voyager - Season 7 - 11,Shattered,2001-01-17,"After an accident, Chakotay is able to pass through the distortions that are scattered about the ship after Voyager goes through a temporal rift. In various sections of the ship, its past and future exist side by side and Chakotay must convince its crew, past and present, to work together to save Voyager.",https://www.imdb.com/title/tt0708970,8.2,1131,7,11,VOY,2001
181,Star Trek: Voyager - Season 7 - 12,Lineage,2001-01-24,"Tom and B'Elanna are overjoyed about their coming child. However, B'Elanna soon starts to have unpleasant flashbacks about her difficult childhood.",https://www.imdb.com/title/tt0394914,7.1,960,7,12,VOY,2001
182,Star Trek: Voyager - Season 7 - 13,Repentance,2001-01-31,Voyager rescues a prison warden and a set of prisoners that are scheduled to be executed testing their own ethical beliefs.,https://www.imdb.com/title/tt0708958,7.4,949,7,13,VOY,2001
183,Star Trek: Voyager - Season 7 - 14,Prophecy,2001-02-07,Voyager finds a Klingon multi-generational ship that left the Alpha Quadrant more than 100 years before. When they hear of B'Elanna's child they claim that it is their savior.,https://www.imdb.com/title/tt0708950,7.3,932,7,14,VOY,2001
184,Star Trek: Voyager - Season 7 - 15,The Void,2001-02-14,Voyager slips into a pocket of subspace where many other ships are trapped and must steal from each other to survive. Only with the help of other star ships can they all escape the void.,https://www.imdb.com/title/tt0708991,8.1,1008,7,15,VOY,2001
185,Star Trek: Voyager - Season 7 - 16,Workforce,2001-02-21,"Upon returning from a mission, Chakotay, Kim and Neelix find Voyager abandoned and the Doctor the only crew member aboard. The entire crew have been kidnapped, their memories erased and they are now working in an alien industrial complex. Chakotay and Neelix infiltrate the complex and have to make Captain Janeway remember.",https://www.imdb.com/title/tt0394916,7.8,956,7,16,VOY,2001
186,Star Trek: Voyager - Season 7 - 17,Workforce: Part II,2001-02-28,"Upon returning from a mission, Chakotay, Kim and Neelix find Voyage abandoned and the Doctor the only crew member aboard. The entire crew have been kidnapped, their memories erased and they are now working in an alien industrial complex. Chakotay and Neelix infiltrate the complex and have to make Captain Janeway remember.",https://www.imdb.com/title/tt0709012,7.9,940,7,17,VOY,2001
187,Star Trek: Voyager - Season 7 - 18,Human Error,2001-03-21,"Using the holodeck, Seven of Nine is trying to perfect her social skills to the point of becoming an obsession.",https://www.imdb.com/title/tt0708909,7.3,886,7,18,VOY,2001
188,Star Trek: Voyager - Season 7 - 19,Q2,2001-04-11,"When Q finds his rebellious son too much to handle, he brings him to Voyager in the hope that Captain Janeway can teach him responsibility and compassion.",https://www.imdb.com/title/tt0708952,7.4,988,7,19,VOY,2001
189,Star Trek: Voyager - Season 7 - 20,"Author, Author",2001-04-18,"During their now regular communications with Earth and Starfleet, the Doctor sends a holonovel too closely based on his adventures on Voyager, causing hurt feelings among his crew.",https://www.imdb.com/title/tt0708851,8.0,997,7,20,VOY,2001
190,Star Trek: Voyager - Season 7 - 21,Friendship One,2001-04-25,"For the first time in seven years, Voyager gets a mission from Starfleet Command: retrieve the 21st century probe Friendship One from a nearby planet.",https://www.imdb.com/title/tt0708900,7.2,906,7,21,VOY,2001
191,Star Trek: Voyager - Season 7 - 22,Natural Law,2001-05-02,Chakotay and Seven of Nine's shuttle is crippled by an energy field and they crash on a planet inhabited by a primitive species.,https://www.imdb.com/title/tt0708934,7.2,892,7,22,VOY,2001
192,Star Trek: Voyager - Season 7 - 23,Homestead,2001-05-09,"Voyager finds a colony of Talaxians far from their home planet. When Neelix begins to bond with them, he makes a major decision.",https://www.imdb.com/title/tt0708907,7.7,970,7,23,VOY,2001
193,Star Trek: Voyager - Season 7 - 24,Renaissance Man,2001-05-16,The Doctor abducts and impersonates various members of the crew when the Captain is kidnapped.,https://www.imdb.com/title/tt0708957,7.7,919,7,24,VOY,2001
194,Star Trek: Voyager - Season 7 - 25,Endgame,2001-05-23,"Ten years after Voyager's return from a 23 year journey across the galaxy, Admiral Janeway breaks all the temporal rules and journeys back in time to change a decision she made that prolonged their journey by 16 years. Bringing technology that will help fight the Borg, the Admiral wants her younger self to fight the Borg and use their transwarp hub to go home.",https://www.imdb.com/title/tt0394911,8.6,1637,7,25,VOY,2001
